Codice,Ragione sociale,Partita IVA,Codice Fiscale,Indirizzo,address,buildingNumber,address + buildingNumber,CAP,Città,Prov.,Ragione sociale estesa,Telefono 1,E-mail,Pec,Telefono 2,Fax,Cell.,Alias,Macroarea,Descrizione macroarea,Area,Descrizione area,Zona,Descrizione zona,Macrocategoria,Descrizione macrocategoria,Categoria,Descrizione categoria,Sottocategoria,Descrizione sottocategoria,Raggruppamento 1,Descrizione raggruppamento 1,Raggruppamento 2,Descrizione raggruppamento 2,Raggruppamento 3,Descrizione raggruppamento 3,Stato est.,Descrizione Stato,Agente,Cond. Pagamento,Agente ID,Attivo,Anag. valida,Data validità,Anag. sost.,Ragione sociale sostitutiva,Data dismiss.,Codice AU,Cod. intermedio,Descr. intermedio,Tipo Nazione,Stato
1047,BANCA CREDIFARMA S.P.A.,04570150278,01795501202,Via dei Caudini 2,Via dei Caudini,2,Via dei Caudini 2,00185,Roma,RM,,,fornitori.bancacredifarma@bancaifis.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1048,ENEL X FINANCIAL SERVICES S.R.L.,14897511003,14897511003,Viale Tor Di Quinto 45/47,Viale Tor Di Quinto,45/47,Viale Tor Di Quinto 45/47,00191,Roma,RM,,,federico.falciai@enel.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1049,TELEPASS S.P.A.,09771701001,09771701001,Via Laurentina 449,Via Laurentina,449,Via Laurentina 449,00142,Roma,RM,,,francesca.angeloni@telepass.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1050,SOISY SPA,08946260968,08946260968,Piazzale Libia 1,Piazzale Libia,1,Piazzale Libia 1,20135,Milano,MI,,,mariacristina.romano@soisy.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,404,,Si,Si,,,,,,,,Intracomunitario,
1052,VIVI PAYMENTS SERVICES S.A.,10671810967,10671810967,Via Lodovico Il Moro 27,Via Lodovico Il Moro,27,Via Lodovico Il Moro 27,20142,Milano,MI,,,accounting@vivawallet.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1053,DINERS CLUB ITALIA S.R.L. IN LIQUIDAZIONE,00902071000,00472710581,Via Roberto Lepetit 8,Via Roberto Lepetit,8,Via Roberto Lepetit 8,20124,Milano,MI,,,andrea.conti@dinersclub.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1054,BANCA FININT SPA,04977190265,04040580963,Via Vittorio Alfieri 1,Via Vittorio Alfieri,1,Via Vittorio Alfieri 1,31015,Conegliano,TV,,,segreteriadirezione@finint.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,404,,Si,Si,,,,,,,,Intracomunitario,
1055,FLOWE SPA SOCIETA' BENEFIT,10540610960,10917120965,Via Francesco Sforza,Via Francesco Sforza,SNC,Via Francesco Sforza SNC,20080,Basiglio,MI,,,giulia.salomone@flowe.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,404,,Si,Si,,,,,,,,Intracomunitario,
1056,WORLDLINE MERCHANT SERVICES ITALIA S.P.A.,05963231005,05963231005,Via Degli Aldobrandeschi 300,Via Degli Aldobrandeschi,300,Via Degli Aldobrandeschi 300,00163,Roma,RM,,,riccardo.rizzotti@axeptamail.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1057,SIAPAY SRL,06556440961,06556440961,Via Francesco Gonin 36,Via Francesco Gonin,36,Via Francesco Gonin 36,20147,Milano,MI,,,fabrizio.colasanti@siapay.eu,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1060,ICCREA BANCA S.P.A.,15240741007,04774801007,Via Lucrezia Romana 41/47,Via Lucrezia Romana,41/47,Via Lucrezia Romana 41/47,00178,Roma,RM,,,mesposito@iccrea.bcc.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,404,,Si,Si,,,,,,,,Intracomunitario,
1061,UNIPOLPAY SPA,03740811207,03961561200,Via Stalingrado 37,Via Stalingrado,37,Via Stalingrado 37,40128,Bologna,BO,,,leonardo.rubattu@unipolpay.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1062,REVOLUT BANK UAB,100011706713,,Konstitucijos ave. 21B,Konstitucijos ave.,21B,Konstitucijos ave. 21B,08130,Vilnius,EE,,,wilhelm.zhao@revolut.com,,,,,,,,,,,,,,,,,,,,,,,,259,LITUANIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1063,"N26 BANK GMBH, Succursale Italiana",10429450967,10429450967,Via Sassetti Filippo 32,Via Sassetti Filippo,32,Via Sassetti Filippo 32,20124,Milano,MI,,,laura.cristaldi@n26.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,404,,Si,Si,,,,,,,,Intracomunitario,
1065,GUBER BANCA SPA,03140600176,03140600176,Via Corfu' 102,Via Corfù,102,Via Corfù 102,00000,Brescia,BS,,,antonio.borriello@guber.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,404,,Si,Si,,,,,,,,Intracomunitario,
1066,BANCA AIDEXA SPA,00691500706,00691500706,Via Cusani 10,Via Cusani,10,Via Cusani 10,20121,Milano,MI,,,federico.sforza@aidexa.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,404,,Si,Si,,,,,,,,Intracomunitario,
1067,FLOWPAY SPA,06968160488,06968160488,Via Mugellese 1,Via Mugellese,1,Via Mugellese 1,50013,Campi Bisenzio,FI,,,federico.masi@flowpay.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,404,,Si,Si,,,,,,,,Intracomunitario,
1070,OLINDA SAS - ITALIAN BRANCH,10813760963,10813760963,Via San Raffaele 1,Via San Raffaele,1,Via San Raffaele 1,20121,Milano,MI,,,andrea.veronesi@qonto.com,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1071,ICARD AD,175325806,,,,, ,00000,Ee,EE,,,yavor.petrov@icard.com,,,,,,,,,,,,,,,,,,,,,,,,12,BULGARIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1076,OLINDA SAS - ITALIAN BRANCH,10813760963,10813760963,Via San Raffaele 1,Via San Raffaele,1,Via San Raffaele 1,20121,Milano,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1077,ZURICH ITALY BANK SPA,12025760963,12025760963,Via Benigno Crespi 23,Via Benigno Crespi,23,Via Benigno Crespi 23,20159,Milano,MI,,,ROBERTO.BONFANTI@IT.ZURICH.COM,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1078,ICARD AD,175325806,,Bulgaria,Bulgaria,,Bulgaria ,00000,Varna,EE,,,yavor.petrov@icard.com,,,,,,,,,,,,,,,,,,,,,,,,12,BULGARIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1079,XOLDY S.p.A.,11932890962,11932890962,Via Vittor Pisani 13,Via Vittor Pisani,13,Via Vittor Pisani 13,20124,Milano,MI,,,luca.motalli@xoldy.it,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
1080,CCN SERVIZI DI PAGAMENTO S.P.A.,02509150351,02509150351,Via Kennedy 5,Via Kennedy,5,Via Kennedy 5,42040,Campegine,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,86,ITALIA,,409,,Si,Si,,,,,,,,Intracomunitario,
